100 300 1;300 50 100;182024027	3	1	mf_dinic_100	25039	OK	140	0.53333	011000010000100110001100110110110100111001010000011101101010110011100000011001101111101101110100110100011001011001001001110000001101001011010101000100000100100001000000101011100110101100100010000010110010101011111100110100010101010010111111101011100010110011100001011011010101101011010001001000100101
100 300 1;300 50 100;182024027	3	1	ff_dinic_2109	99946	OK	170	0.43333	011110010001100110001101110110110101111001110000111101101010110011101100011001101111101101111100110100111011111001111001110010001111001011010111010101000110100001001000111111110110101100100010000010110010101011111100110100010101010010111111111011100011110011101001011011010101101011110001001001100101
100 100 1;300 50 100;263673783	3	1	local_optima	6090	OK	44	0.56000	0100000011101110001100010000101010001110001000001111101100111000111000001001100001010100001011011111
100 100 1;300 50 100;263673783	3	1	directed_bfs	12352	OK	94	0.06000	1110011111111111011111111111111011111111111100111111111111111111111111111111111111111111111111111111
100 100 1;300 50 100;263673783	3	1	mf_dinic_100	6599	OK	47	0.53000	0100000011101110001100010000101010001110001000101111111100111000111000001001100001010100011011011111
100 100 1;300 50 100;263673783	3	1	ff_dinic_736	16081	OK	56	0.44000	0110000011101110011110010000101010001110001000101111111101111100111100001001100001111100111011011111
200 500 1;300 50 100;182171558	3	2	local_optima	76256	OK	208	0.58400	11000010111010001100100000010101001000000001011110010101110011110011111010000110001110010100010001101000111010101111100000011010101100110111010101110011001110110010010010000001011100110000111001110101110000001110010010000000100010000001000000010111001010111111110110000101100100110010000101100100000000101110000000100010010010000000010011101110110011101000000001011000000010100000001111000110010100011100010110000100000001010000000000011010101011010101010110010010001101000001101010100101101011110110
200 500 1;300 50 100;182171558	3	2	directed_bfs	1498132	OK	476	0.04800	11010111111110101111111111111111101111101101111111111111111111111011111111111110111111111111111111111111111011111111101110011111111111111111111111111111111111111111111011011111111111111111111111111111111111011111111111111111111110111111011110111111111111111111111111111101101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111011111111111111111111111111111111111011111111111111111111111111111111111111111111111
200 500 1;300 50 100;182171558	3	2	mf_dinic_400	86730	OK	217	0.56600	11000010111010001100100000010101001000000001011110010101110011110011111010000110001110010100010001101000111010101111100000011010101100110111010101110011001110110010010010000001011100110000111001110101110010001110010010000000100010000001001000010111011010111111110110000101100100110010000101100100000000101110100000100010010010000000110011101110110011101100000001011000000010100000001111000110010100011100010110000101000001010000100000011010101011010101010110010010001101000001101010100111101011110110
200 500 1;300 50 100;182171558	3	2	ff_dinic_6021	402110	OK	308	0.38400	11010111111110001101100000010101101000000101011111010101110011110011111010010110001110011110110011111001111010111111100010011010101101110111110111110011001110111111010010001101011101110001111101110111110011011111110111000110111010001001011010110111011110111111110110100101100110111010101101100110110111111110110000100010010010010000110111111111111111101111010001111010000010100110111111000110011100011110111110001101010011010000100001011011101011010111010110110010001111010011111111100111101011111111
200 300 1;300 50 100;149496790	3	1	local_optima	34807	OK	123	0.59000	000100110100010110101100110010001001010101110101101011001100100100100010111101010100100000101101000111110010000101000010011100111010101011100000001010000001111011010100000000110001000010000111100101111000000100110001000110101000000010110011011010000010100010010001000110011000010010010011001100001011
200 300 1;300 50 100;149496790	3	1	directed_bfs	289100	OK	275	0.08333	100110110101111111111111110111111101111111111111111011111111110111111111111111011111111101111111110111111111111111101110111111111110101111111111111111111111111111111110110111111111111111111111111111111011101101111111111111111111101111111111111010111111111111111011111111111111111111111111111111111111
200 300 1;300 50 100;149496790	3	1	mf_dinic_200	38271	OK	148	0.50667	100110110100110111111100110110101101011101111111101011101100110101100010111101010100100000101101010111110010000101100010111100111010101011110000001010000001111011110100000100110001000010100111100101111000000101110011000110101000000010110011011010001010110010010001000110011000010010010011001100001011
200 300 1;300 50 100;149496790	3	1	ff_dinic_3136	134156	OK	179	0.40333	100110110100110111111110110110101101011101111111101011101100110111100110111101010100100000101101110111111011000101100010111100111110101011110000101010000001111011110110000100111101000010100111100111111000000101110011001111101000000011110011011010011010111011011001001110111110110111111011011110011011
100 100 1;300 50 100;263593562	3	1	local_optima	6144	OK	46	0.54000	1110010010100000001100001000011010111000001011100110011011101010011000100101101000100010111010101111
100 100 1;300 50 100;263593562	3	1	directed_bfs	15153	OK	90	0.10000	1111011111111011011101101011111110111111111111111111111111111111111111111101111011111011111111111111
100 100 1;300 50 100;263593562	3	1	mf_dinic_100	6733	OK	57	0.43000	1111010010100000001100101000111110111110001011100110011111101010011010100101111001110010111010101111
100 100 1;300 50 100;263593562	3	1	ff_dinic_626	15344	OK	68	0.32000	1111010010100001011100101000111110111111001011100110111111101111111110101101111001110110111011101111
200 300 1;300 50 100;256508730	3	3	local_optima	44921	OK	133	0.55667	000011100000001100000000010110010000101001101000010111010011011011101111000101110001110010100010001111010000001010010001111100000010110001101110100010111010100110001010001100100100100001100001100010000100010011000001001010101110001111101001001101111010001111111010111110000010001110100000011001101111
200 300 1;300 50 100;256508730	3	3	directed_bfs	256591	OK	266	0.11333	000111110011101111010101111111110001111111111110110111111111111111101111110101111111111110110111111111111110111111111011111111101111111111111111111111111110101111111111101111101110111111111111110011111110111111100011111111111111111111111111111111111110111111111111111111111111111111111111111111111111
200 300 1;300 50 100;256508730	3	3	mf_dinic_600	53096	OK	155	0.48333	000011100001001100000100110110110000101001111000010111010011011111101111000101110001110010100010011111010000001010010001111100000010110001101110100010111010101110001011001100100100100101100101100010001110010011000001011010101110001111101001111101111010101111111010111110101010001111100100111001101111
200 300 1;300 50 100;256508730	3	3	ff_dinic_3474	170680	OK	188	0.37333	000011110001001100000101110110110000111101111000010111010011111111101111010101110101110010100110011111010000001010111001111101100010110001101110101111111010101110001111001100101110100101110101100010011110110111000011011011101110011111101011111101111110101111111010111110101011111111110101111101101111
100 300 1;300 50 100;188028408	2	1	local_optima	22952	OK	122	0.59333	101010000101011010100100001001010100101100111100011100011100101011110010000101000110011100110000100010100101011010000000110101010011001000010011010100111101000000110000010110000001001111011010001000000001001001110001001100110110011101101001001001001100010100001011000101001000000001010011000001101001
100 300 1;300 50 100;188028408	2	1	directed_bfs	298453	OK	290	0.03333	101011111111011111111111111111111111101111111111111111111111111111111111111111111111111111111111111011111111111111111111110111110111111111111111111111111111111011111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101
100 300 1;300 50 100;188028408	2	1	mf_dinic_100	24346	OK	134	0.55333	101010000101011010100101101001010100101100111100011101011100101011110010000101000110011100111000100010100101011010000000110111010011001000110011010100111101000000110000010110000001001111011010001000000001001001110001001100110110011101101001001001001100010101101011000101001100010011010011010001101001
100 300 1;300 50 100;188028408	2	1	ff_dinic_1913	93462	OK	184	0.38667	101011000111011010110101101001010100101100111100011111011111101011111010100101000110011100111000100011100101111010001010110111010011011000111011010110111101111000111011110111011001011111011111011000000011001011110101111100110110111111101011011101001110010111101111000111101100011011110111010101111101
100 300 1;300 50 100;217659095	1	1	local_optima	23454	OK	131	0.56333	000000111100010001010111001101100000101000111111101100101001110011001101111001100011000001100001100000010010111110100010000000111010010000001110101000011011100001101110100111101100011101100000111010000111000110001001011000101110100111000001010000000000001100000010101010011001001000111110010011111000
100 300 1;300 50 100;217659095	1	1	directed_bfs	258277	OK	282	0.06000	001011111100110111111111111111110111111111111111111111111011111111111111111111111111101011111111111111111011111111111111111110111111011111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111110111111111111111111111111110111111111011
100 300 1;300 50 100;217659095	1	1	mf_dinic_100	25181	OK	148	0.50667	000000111100010011110111001111100100101000111111101100101001110011001101111001100011000001110011100010010010111110100010000000111010010000001110101000011011101001101110110111101110111101100000111010100111100110001001111000101110100111001001011000000000001100000010101010011001001010111110010011111000
100 300 1;300 50 100;217659095	1	1	ff_dinic_1677	80947	OK	190	0.36667	000000111100010111110111101111100100101100111111101100101001110011001101111011110111000011110011100010010011111110110110000000111011011000001111111000111011101111101111110111101110111101110010111010101111100110001001111101111111110111001101111111000000011100110110101010011101011111111110110011111011
100 500 1;300 50 100;228911470	3	1	local_optima	54025	OK	245	0.51000	10011101010111111110010101101100001101100110110111011000011110000010010101011011111000111101101001000001101100000101101110000011000001111010010011100110100110011011101011101010000010000100011000100100001101010101100100100100011100111101001111101001000011010011011010010000110101011000001100001100000011001001111000010000111010010110111001111011000011011001110110011000110100010010100110101011101011100101001000100111110110000110011101111101110101101111001010110011000010100001001011100110000010010011
100 500 1;300 50 100;228911470	3	1	directed_bfs	1578147	OK	471	0.05800	10011111110111111110011111111111111101100111111111111101111111111111111111111111111101111111111111111011111111111111111111010111111111111111110111111111111111111111111111111111111111111111011111111111011101111111111111111111111111111111111111111111111111110111111111111111111111011111111111111111011011111111111111111111111110111111111111111111111111111111111111111111111111111011111111111111111111111111001111111111111111111111111111111111111111111111111111111111111111111111111111101110101011111111
100 500 1;300 50 100;228911470	3	1	mf_dinic_100	56632	OK	280	0.44000	10011101010111111110010101101100001101100110110111011000011110001010010101111011111000111111101001100001101100000101111111000011000001111010010011110110100111011011111011101010100010001100011001100100001101010101110100101100011101111101011111101001010011110011011010010000110101011000001100011101000011001001111000010000111010010111111001111011010111111001110110011001110101010010100110101011101111100101001100100111110111000110011101111111111111101111101010110011000010100001001111100110000011010011
100 500 1;300 50 100;228911470	3	1	ff_dinic_2479	217691	OK	322	0.35600	10011101010111111110010111101100011101100110110111011000011110001011110101111011111000111111101001100011101100000101111111000011100001111011010011110110111111011111111011101011100010001100011111101101011101010101110100101100011101111111011111101001010011110011011011010010110101011110001110011111000011011101111000010000111010010111111001111111010111111011110110011011110101010011101110101011111111101101001110100111110111000111111101111111111111101111101010111011000111100011001111100110100011111011
100 300 1;300 50 100;181546848	3	1	local_optima	21913	OK	116	0.61333	000000010011000010000010010000001111001010101000000000000100110100011101110001101101111011011101000101110011000100001000100001001011000010110100011011001100110110110000101101001101100010010001001010000100000000000001000100110000000001001110000100001000100101111000011010000100111001001111001110111010
100 300 1;300 50 100;181546848	3	1	directed_bfs	223061	OK	279	0.07000	011110111111110111111111111111111111111111101111111110110111111110111101111111111111111111111111111111111111101111111110111111111011101111111111111111111111111111111111111101111111111110011101101111111111111111111111110111111101111111111111111111111111101111111111111111111111111111111111011111111111
100 300 1;300 50 100;181546848	3	1	mf_dinic_100	23223	OK	133	0.55667	000000010011000010000010010000001111001011101001000000000110110100011101110001101101111011011101000101110011001100001000110001001011000010110100011011001110111110110000101101001101100010010001001010000100100000100001100100110000000001101110000100001001101111111000011010010101111001101111001110111010
100 300 1;300 50 100;181546848	3	1	ff_dinic_1535	78086	OK	148	0.50667	010000010011000010000011010000001111001111101001000000000110110100111101110011101101111011011111010101110011001100101000111001001011000010110100011011001110111110110000101101011101100010010001001010010100101000100001100100110000000001101111000100101001101111111000111010010101111001101111001110111010
200 500 1;300 50 100;206881723	2	1	local_optima	65077	OK	191	0.61800	10100111001010000011011001010001000100110101000111101001010000111000000000110101010010100011010010001000010011110100000101010000100100100100001110000011100010001110101000001100101001001001010010000001000011011011001001000110011111001011010011000100000001100000100100011100000010101000001000000000100000100111010101101011000000000011000011101001110110101000011010001010000010001110000000000000111111000110100001000010011110101000101101010100000010001100010010100000101110000101110110101011001100110100
200 500 1;300 50 100;206881723	2	1	directed_bfs	1743428	OK	457	0.08600	10111111101011000111111111111111011111111111111111111101110111111101111111110111110111111111011111101111111111111111111111111111111111111111111111111111110110111111111011111111111001111111010111111111101111111111111011011110111111101111111011111111110111101111111111111111111111111111111111111111111001111111111111111111111111111111111111111101111111101111111111111011110110111111111111111111111111111111111111111110111111101111111111111111110111111111111111110101101111111111111111111111111111111101
200 500 1;300 50 100;206881723	2	1	mf_dinic_200	71155	OK	218	0.56400	10100111001010000011011001010001000100110111000111101001010010111000000000110101010010110011010010001000010011110100010101011100100100110110001111000011100010001110101000001100101001001001010010000001000011011011001001000110011111001011010011001110000001100000100110011100010010101000001001000000100000100111010101101011000001000011000011101001110110101000011010001010100110001110000000010100111111110110100001100010011110101000101101010100100011001100010110100001101110000111110110101011001100110100
200 500 1;300 50 100;206881723	2	1	ff_dinic_5556	372565	OK	256	0.48800	10100111001010000011011001010001000100111111100111111101010010111000100010110101110010110011010010101100010011110110011101011100100100111110001111100011100010001110101000001100101001011001010010100001100011011111011001000110011111001011010011011110000001100000100110011100110010101010001001000000110001101111010101101011000001000011010011101101110111101000011010001011100110001110110101110100111111110110101001100010011110101000101101010100100011111100010110100001101110001111110110101011001100111100
100 500 1;300 50 100;231874945	2	2	local_optima	53302	OK	216	0.56800	11011110000010101000111110001100011010001000010111010010101101100110011101010111010000110010011011111000100001011011110010110011000010110000101010000101010110010100001111110000101001100101011111111001100011100100010101001010010011110110100110001000001011010100011000000000000011010010100011001111001000010110010101011011110000101100011000001001001000100100011001001000100101101100000000001001011101110101010011011100100011100110000001000001010000010011001011001000011000100000000000110011111001010001
100 500 1;300 50 100;231874945	2	2	directed_bfs	1541497	OK	471	0.05800	11011110011111111110111111111101111111111110011111111011111111111110111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111110111111110111101111111111111111110110111111111111111111111111010101111111111111011110111111111111111111111011111111111111111111111111101011111011111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111011111111111111100111111110111111111111111111111
100 500 1;300 50 100;231874945	2	2	mf_dinic_200	59388	OK	242	0.51600	11011110000010101000111110001100011110001000010111011010111101101110011101011111010000110010011111111000100001011011110010110111000010110000101010000101010110010100001111110000101101100101011111111001110011100100110101001010010011110110100110001000001011010100011010000000100011010010100011001111101000010110010111011011110000101100011000001001001000100100011001001000100101101100001000001001011111110101010011111101100011110110000011010001010001010011001011001100011000110001100000110011111001010001
100 500 1;300 50 100;231874945	2	2	ff_dinic_3067	247818	OK	329	0.34200	11011110001011101100111111111101011111001000010111111010111101111110011101011111010000111110011111111000100111011111110010110111110010110000111010101101010111010110001111110101101111111111011111111011110011110100111101001011111011111110110111011000001111011100011010000111101111111010100111011111101111011111010111011011110000101100111000001011011010100101011011001110100111111101111110011111111111110111110011111101110011110111100011110001010001010011001111001100111000110001110001110111111111011001
100 100 1;300 50 100;263371267	3	1	local_optima	6019	OK	47	0.53000	0010001011101100110110101110100110101111010110010011100011000001100101101001000100000100110110011000
100 100 1;300 50 100;263371267	3	1	directed_bfs	10805	OK	88	0.12000	1010001011111111111110111110111111111111111111110111111111101111101111111111101111111111111111111011
100 100 1;300 50 100;263371267	3	1	mf_dinic_100	6663	OK	50	0.50000	0010001011101100110110101110100110101111010110110011100011000001101101101001001100000100110110011000
100 100 1;300 50 100;263371267	3	1	ff_dinic_585	13975	OK	60	0.40000	1010001011101100110110111110110111101111110110110111100011000101101101101001001100010101110110011001
200 100 1;300 50 100;143541365	2	1	local_optima	10533	OK	47	0.53000	1001001000001100111111111001010100011100100011010100111100011101000011101000011000101101011100000010
200 100 1;300 50 100;143541365	2	1	directed_bfs	12058	OK	88	0.12000	1001111100101111111111111001011111111111111111111110111111011101111111111111111111111101111111111111
200 100 1;300 50 100;143541365	2	1	mf_dinic_200	11704	OK	49	0.51000	1001001000001100111111111001010100011100100011010100111100011101000011101000011100101101011100001010
200 100 1;300 50 100;143541365	2	1	ff_dinic_1281	30767	OK	61	0.39000	1001011000101111111111111001010101011100100111011110111100011101000111111000111100101101011100001110
100 300 1;300 50 100;181922414	3	1	local_optima	21439	OK	115	0.61667	100100100000110000111001000111001011000011101010000010101000000100111000110100000011100000000110100000110001000000000011000011100011000110000010110100111001100001010111001100011011001100110011010101000100111110001000010010001000110001011001010010100101001000110010000000111001010010001100101001000011
100 300 1;300 50 100;181922414	3	1	directed_bfs	257692	OK	282	0.06000	100110111110111111111111111111011111111011111111111111111110111111111111111111010111101111111111111111111101111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111011111111111111111111111110111110111111111111111111111111111111010111
100 300 1;300 50 100;181922414	3	1	mf_dinic_100	22592	OK	130	0.56667	100100100000110000111001001111001011000011101010000010101000000100111010110100000011100000001110100001110001000000000011001011100011000110000010110100111001100001010111001110011011101100110011010101000100111110011000010010001000110001011001010010100101101010110010110000111101010010011100101101000011
100 300 1;300 50 100;181922414	3	1	ff_dinic_1735	72061	OK	174	0.42000	100100111000110000111101001111001011000011101010010011101010110100111010110100000011100010011110100001110001000010100011001011100011010110000011110100111011100001111111001111011011101100110011011111010101111110111011011011101000110011011001010111111101101110111110111100111101111011111101101101000111
200 100 1;300 50 100;198280934	3	1	local_optima	9516	OK	41	0.59000	0101111000101000010011000011100000100100100001011000010101101001011101010101001000000100110011001110
200 100 1;300 50 100;198280934	3	1	directed_bfs	10645	OK	92	0.08000	1111111111111110011111111111111110111111111111111111011111101111111111111111011011111111111111101111
200 100 1;300 50 100;198280934	3	1	mf_dinic_200	10535	OK	49	0.51000	1111111000101100010011000111101010100100100001011000010101101011011101010101001010000100110011001110
200 100 1;300 50 100;198280934	3	1	ff_dinic_1066	22396	OK	67	0.33000	1111111000101100010011000111101110101100111101011100010111101111111101110111011011101100111111001111
200 500 1;300 50 100;217047143	3	1	local_optima	72659	OK	210	0.58000	01011001001000110010001110100001110101101000100100000000001000010001011011000100000000001000001001010100101110000011101000010100001100110000111111000100001111000100000110001010100011010101100010001011101000101100111000100000011011100101000001110011101011101101000110100001011000000011011110000111101111001001010111110001001000000100100100000100100000100001010001100000000111100010111111101111111000010000110010000100011010111100101100000011011011101110001100110101100001011001001000101011001100011011
200 500 1;300 50 100;217047143	3	1	directed_bfs	1501806	OK	466	0.06800	11111011001111111111111111111101111111111111111110101101111001110101111111010110101111111111001111110111111111111111111101111111101111111111111111111111111111111111111110111111110111111111111111111111111111111111111111111111111111110111011111111111111111111111110111111111111101101111111111111111111111101111111111111101111111110111111111111111111111111111111111111101111111101111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111011111111111111111111111
200 500 1;300 50 100;217047143	3	1	mf_dinic_200	75789	OK	232	0.53600	01011001001100110010001110100001110101101000100100100000001000010001011011000100000000001000001001010100111110000011101000010100001100110000111111000100001111001101001110001110100011010101100010001011101001101100111000100001011011100101000001110011101011101101000110100101011100000011011110001111101111001001010111110001001000000100100100000100100000110001110001100100010111100010111111101111111000010000110010001100011010111110111100000011011111101110001110110101101001011001001000101011001100011011
200 500 1;300 50 100;217047143	3	1	ff_dinic_6175	407362	OK	301	0.39800	11111001001101110010101110110001110101111000101100100000011000010001011111000110100011001100001101010101111110001011101100010100101111110100111111000101001111101101101110001110110011110101110010111111101011111100111000101011011111110101000001110011101011101101000111110101011100001111011111001111111111001011010111110001101010000110100100101101100101111001110101110101010111100011111111101111111000110010110010111100011111111110111100010011011111101110101110110101101001011101001010111011101100011011
200 500 1;300 50 100;181948187	3	2	local_optima	78164	OK	213	0.57400	01000001010000100110010001000100010000011100011001100010011010000111100011110111000110111111101111000000001000000000100101110110001001100000000001001010000100000010010000000110110111001001111000111101011110010001110101010000000101111100001010000001001011100000001001001011110000101110001101100011001010010110000001001011101000010000001011100000110110001000101000000100000100100110110100110001000100110111111110101011100101101100100111111001000011001110000101110100101011110100111001001001101111101000
200 500 1;300 50 100;181948187	3	2	directed_bfs	1467837	OK	465	0.07000	01000001010100101110010011111101111111011111111111101111111111111111111111111111111111111111111111111101111111111111111111111111101111101111111111111111111111011111111111101111111111011111111111111111111111111111111111011111111111111111111011110111111111111111111111111111111101111111111101111111111111111111111111111111111101111111111111101111111111111111111111111111111111111111111111111011111111111111111111111111110111101111111111111111111111111111111111111111101111111111111111111111111111111111
200 500 1;300 50 100;181948187	3	2	mf_dinic_400	85252	OK	244	0.51200	01000001010000100110010001000100010001011100011001100010011010001111100011111111000110111111101111010001001001000010100111111110101001100000000001001110000100010010010000000110110111001101111000111101011110110001110111010000001101111100001010000101011011100000001011001011110000101110001101100011001010111110000001001011101001010000001011100000110110011000101010000100000100101110111101110001000100110111111110101011100101101110101111111011000011001110000101110100101011110100111101001001101111101000
200 500 1;300 50 100;181948187	3	2	ff_dinic_5320	386714	OK	291	0.41800	01000001010000100110010001010100111001011101011001100010011010101111100111111111001110111111101111010001001001001010110111111111101011100110100101001110000100010011010100000110110111001101111101111101011110110011110111010001001111111100001010010101011111100110001011001011110001111110001101100011001111111110101101101011101001010000001011100001110111011000101010001100000100101110111101111001000100110111111110101011100101101110101111111111110011001111000101110101101011111111111101001001101111101001
200 300 1;300 50 100;149214441	3	1	local_optima	36089	OK	126	0.58000	010011011100000001010001001100110100000010010001000110010000001010100101110001011100000111010000100101101110100001101110001011011111100111010100010100101000101001010100100001001001001110110001001010011101101011010110011011110011001100010000100101010000001111110010000000100101001010100000010010010001
200 300 1;300 50 100;149214441	3	1	directed_bfs	321432	OK	274	0.08667	010111011111000111111011101111111100111111010111111111111111111111111111110111111111101111111110111111111111111111111111111111111111101111111111111111111111111111110111111011111111111111111111101111111111111111111111111011111111111111111111111111111111111111111011100111111111111011110011111111111111
200 300 1;300 50 100;149214441	3	1	mf_dinic_200	40393	OK	130	0.56667	010011011100000001010001001100110100000010010001000110010000001010100101110001011100000111010000100101101110100001101110001011011111100111010100010100101010101001010100100001001001001110110001101110011101101011010110011011110011001110010000100101010000001111110010000000100101001010100000010010010001
200 300 1;300 50 100;149214441	3	1	ff_dinic_3609	161316	OK	193	0.35667	010011011110000101010001101101110100111111010001100110010010001110100101110001111101000111010110100101111111100001101110111011011111100111110110011110111111101001010111111001001111011110111011101111011101111011111111111011110011001110111111111111011010111111110010000001110101111010100010111111010001
100 300 1;300 50 100;179885465	2	2	local_optima	25500	OK	125	0.58333	000101010011010001101001110111000100001001011000011100110000110010101000000011000010110110111100000001111100111000011101010100100100111011100011000100000001100001110100110001000111100000010111010011100001000001011100101100011011010000110001011010000010101000001110010010100010000101100100001000110011
100 300 1;300 50 100;179885465	2	2	directed_bfs	326880	OK	280	0.06667	111101111011110101111001110111111110101111111011111111111111111111111111111011011111111111111111111111111101111111111111011111111101111111111111111111101111111111111111110111111111111111111111111111111111111111111111111111111111011111111101111111111111111111011111111111111111111111111111111111111111
100 300 1;300 50 100;179885465	2	2	mf_dinic_200	28092	OK	138	0.54000	000101010011010001101001110111000100001001011000011100110000110010101000000011000010110111111100000001111100111000011101010100100100111011100011010100000001100001110100110001000111100000010111010011100001000001011100101100011011010100110001011010001010101100001110110111100011010101110101011000110011
100 300 1;300 50 100;179885465	2	2	ff_dinic_2026	95934	OK	154	0.48667	000101010011010001101001110111000100001011011010011100110001110010111000000011001010110111111100000001111100111011011101010100101100111011100011010100000001101111111100110001001111100000010111010011100001100001011101101100011011010100110001011010001010101101001110110111100011010101110101011000110011
100 100 1;300 50 100;229783723	3	2	local_optima	6308	OK	43	0.57000	1001001000000110011110010111000011100100001111111000000001101000001011000100000010111001010100110111
100 100 1;300 50 100;229783723	3	2	directed_bfs	9924	OK	88	0.12000	1011011000110111011111111111100111111111101111111111111111111111111111111111111011111101111111111111
100 100 1;300 50 100;229783723	3	2	mf_dinic_200	7273	OK	52	0.48000	1001001000100110011111010111100011110101001111111010000011101000001011010100010010111001010100110111
100 100 1;300 50 100;229783723	3	2	ff_dinic_552	13327	OK	58	0.42000	1001001000100110011111010111100011110101001111111010110111111000001011010100010010111001110101110111
100 300 1;300 50 100;181897429	3	1	local_optima	23518	OK	133	0.55667	110111101000001000110000010101100101001001011111111001010110010101011110011000001000010010001100100001000010111100001100101110110001000001100000100100100010110010000111000110111100100100000001000101110101001101010100010100000010111010000100000111011010111111100001000111101111100000110010010110101011
100 300 1;300 50 100;181897429	3	1	directed_bfs	323187	OK	275	0.08333	111111111111101001110001011111110111111011111111111111011110111111111111111011111111111111101111111111101110111101111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111101011111110110111110111111111111011110111111101111111111111111111111111111111111111111
100 300 1;300 50 100;181897429	3	1	mf_dinic_100	24752	OK	135	0.55000	110111101000001000110000010101100101001001011111111001010110010101011110011000001000010010001100100001000010111100001100101110110001000001100000100100100010110010000111000110111100100100000001000101110101001101010100010100000010111010000100000111011010111111100001000111101111100000110110011110101011
100 300 1;300 50 100;181897429	3	1	ff_dinic_1666	81574	OK	183	0.39000	110111101001001000110001010111110101101001011111111011010110110111011111111000011000011010001101100011001110111101011100111111110001000111101001101100110010110110001111000110111100100110000001100101110101111101011100010110100010111010010101000111011010111111101001111111101111111011111110011111111011
200 300 1;300 50 100;256494987	3	3	local_optima	42440	OK	117	0.61000	010001110010111110111110100110111110100000000101000001010010001001000010100000111000000101100001000100001000100010000101001001100111110010000001000011111000010000001010110000011001000001010110100110100010101110011000100000010000100011100010000000111100010110010110001001011110000011010100100110111000
200 300 1;300 50 100;256494987	3	3	directed_bfs	260473	OK	287	0.04333	010111111110111111111111111111111111111111111101111111111111111111111111111101111111111111111111111111111111111111110111111111111111111111111111011111111111011111111111110111111111111111111111111111111111111111111101111111111111110111111111111111111111111111111111111111111111111111111111101111111110
