200 500 1;300 50 100;192163091	2	2	mf_dinic_400	65651	229	0.54200	10100100110111011011100111111001001001011111101100100000000010101111010000110011011001111001000000001101001110001101100010000001010101001011100111110010010001000001001101001101110001011010111001111100010001101111000010011100001001110110010100010010000101110000001001101011000011101100101011010100101100101100101010110100100010001100010000010010010111010000000001110011101100011100011001110011001101001011001100110110001010001000101000111010010000011011000000010010001110100010011101100101101110101011
200 500 1;300 50 100;192163091	2	2	ff_dinic_6625	351517	311	0.37800	10110100110111011011100111111001001111111111111101100011100010101111111001110111011001111101010000001101001110001101110010100001010101001111111111111011110001001101111101101101110011011010111011111100110101101111100011011110001001110110110101010110000111111000011011101111100111101101101111111100101111101101101010110110100010001100010000010110011111010011101001110011101100011110011101110011001111101011001100110111011110101111111011111010011010011011000100011010001111101010011101101111111110101011
100 300 1;300 50 100;217778377	1	1	local_optima	22396	128	0.57333	010101001011100001110100100000101100001011001101010100100001101101010001110010000000011100001010011100100101011001010010101000001001010010101010010101100111001001000001000100010011111111011101001101010101011101110111000010100000000101110100000010010110011100010000000001100011110010000010001001111011
100 300 1;300 50 100;217778377	1	1	directed_bfs	274090	276	0.08000	010111011111110111111111111100111101111111111101111111110101111111111111111011111111111111111111111111111111111111111111111111101111111111101111011111111111111111111101111111111111111111111111111101110111011111111111111111111111111101111111100111111110111111111111111011111111111011111111111111111111
100 300 1;300 50 100;217778377	1	1	mf_dinic_100	24820	135	0.55000	010101001011100001110100100000101100001011001101010100100001101101010001110010000000011100001010011100100101011001010010101000001001010010101010010101100111001001000001000100010011111111011101001101010101011101110111000011101010010101110100000010010110011100010001000001100011110010000010101101111011
100 300 1;300 50 100;217778377	1	1	ff_dinic_1829	91202	165	0.45000	010101001011100001110110101000111100001011101101010100100001101101010101110010001100011101001011011100101101011101010010101010001111011011101010010101110111011001010001000111010111111111011101011101110101011101110111000011111010110101110101000010010110011100110001000001100111110010100010101101111011
200 500 1;300 50 100;228402006	1	1	local_optima	67674	207	0.58600	00100000000011010001010101100000000011011111100000101100001000100010101110101110001100110000010010110010110101011000001111000101011101011011011000100010000101001110010111010100000100010011010010101010111011000010010011100011100011100101001101100100001000000101011011100100100000100000100100000101110010010001100001101010011101100011011001001111100000000001110000001000010101100100110101010000010010001110010011111000010101000010010010100111110001000010101000100001100101011110000100011101110001001001
200 500 1;300 50 100;228402006	1	1	directed_bfs	1314397	476	0.04800	10101111110111010111011111111111111111111111111110111111111111111111111111111111111111111110111111110111111111111111111111101111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111011111111111011111111111111110111111111111111111111111111111111111111111111101111111111111111101111111111111111101111111111111111111111110111111111111111111111111111111111010111111111111111111111111111111111111011111111111111111111111111111111111111111111011111111101111111110111111111
200 500 1;300 50 100;228402006	1	1	mf_dinic_200	72485	220	0.56000	00101000000011010101010101100000000011011111100000101100001000100010101110101110011100110000010010110010110101011010001111000111011101011011011000100010000101001110010111011100000100010011010010101010111011000010010011100011100011100101001101100100011000000101011011100100100000100000100100000101110010010001100001101010011101100011011001101111100000000001110001001000010101100100110101010000010110001110010011111001010101000011010010100111110001000010101000100001100101011110100100011101110001001001
200 500 1;300 50 100;228402006	1	1	ff_dinic_5560	348242	298	0.40400	00101100000011010111011101101100000111011111110000101101001000100010111110111111011100110000010011110010110101011111111111000111011101011111011110110010100101001111111111111110000100010111010011101010111011000010110011100111110011110101001101100101011000101111011011100110100000101000100101000101111011010111100001101011011101100011111101101111100010000011111101001100010101111100110101010011011111001110010011111011111111101011110011100111111101000111111001100101100101011110101101111111110001011101
200 100 1;300 50 100;206695845	2	2	local_optima	11394	43	0.57000	0000000101010100110110011000110001000010010001000011110111101100001001010110110111011010111000100000
200 100 1;300 50 100;206695845	2	2	directed_bfs	12091	90	0.10000	0011111111011111110111111111111111111111111111111111111111111100111111011111111111111011111111111001
200 100 1;300 50 100;206695845	2	2	mf_dinic_400	13705	43	0.57000	0000000101010100110110011000110001000010010001000011110111101100001001010110110111011010111000100000
200 100 1;300 50 100;206695845	2	2	ff_dinic_1235	27541	54	0.46000	0001000101010100110111011000110001000010111001001011110111101100011011011110110111111010111100101000
100 100 1;300 50 100;164184439	2	1	local_optima	4152	41	0.59000	0000011000011000010001100110010011101000010100001110010000001100001000011101101101110100001101111100
100 100 1;300 50 100;164184439	2	1	directed_bfs	8517	90	0.10000	1001011100111111111111111111110111111110111111111110111111111111101111111111111101111111111111111111
100 100 1;300 50 100;164184439	2	1	mf_dinic_100	5554	43	0.57000	0000011000011000010001100110110011101000010100001110010000001100001000011101101101110100101101111100
100 100 1;300 50 100;164184439	2	1	ff_dinic_471	10489	49	0.51000	0000011000011000010001100110110011101000010100011110010000001111001001011101101101110100101111111101
100 100 1;300 50 100;164022958	2	1	local_optima	5804	44	0.56000	1101100110001101101001100010000001010000010001100010001110110101000101011110101010001000101110101100
100 100 1;300 50 100;164022958	2	1	directed_bfs	12278	92	0.08000	1101100111111111111011111111011111111111111111101111111110111111110111111111111111111111111111111111
100 100 1;300 50 100;164022958	2	1	mf_dinic_100	6482	44	0.56000	1101100110001101101001100010000001010000010001100010001110110101000101011110101010001000101110101100
100 100 1;300 50 100;164022958	2	1	ff_dinic_434	11803	58	0.42000	1101100110001111111001100010000001010110110101100010101110110101110101111111101010001010101110111101
100 300 1;300 50 100;188546142	2	1	local_optima	24583	139	0.53667	010000100010001101010100000101011111110001011001110011011100101111001100100010111101000001010000010101101011111001011000000000100111101100001000011101100001101001010111100011010001010110000010011100010110100010111110001100000100110111101011110001001101100010100010111010111000000011110011010100100001
100 300 1;300 50 100;188546142	2	1	directed_bfs	292270	287	0.04333	111111111011111101111101111101111111111111111111111111111111111111111111111111111111111111110111111111111111111111111110111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111011111110111111111111111111111111111111111011111101101
100 300 1;300 50 100;188546142	2	1	mf_dinic_100	26843	143	0.52333	010000100010001101010100000101011111110001011001110011011100101111001100100010111101000001010000010101101011111001011000000100100111101101001000011101100001101001010111100011010001010110000010011100010110100010111110001100000100110111101011110001001101100110110010111010111000000011110011010100100001
100 300 1;300 50 100;188546142	2	1	ff_dinic_1799	90545	182	0.39333	010100100010011101010100101101111111110001011001111011011100101111111101100011111101100001010000010111101011111001011000000100100111101101011000111101101001101001110111100011110011010110000110011100010111101110111110001111110110110111101011110111001101110110110111111010111001010011111011011101101101
100 500 1;300 50 100;193369612	1	1	local_optima	52352	208	0.58400	01011111000011001010001011100011110000010001000000100100001100011111001010101000011010010101001001001001011011100111010010001101100000000000100010100101100100001100101001011000110010100101001100010011011010001110110111011100011100111011000101000011001100100001011010100010100101100110100000001000010011010011100010110100100111000000100011001010000000011001010000100001011111000010010000001110101001010101100011100000100010000000001000110010101001001001111100100111100010110101100000011010111011101010
100 500 1;300 50 100;193369612	1	1	directed_bfs	1287904	476	0.04800	01111111100011101110111111111111111111111111011011111111111101111111111111111111111111111111111011111111111111111111111111111101111011111111111111111101111111111111111111111100111111111111111111011111111111111111111111111111111111111111111111011111111111101111011111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111101111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111110111111111111111110111111111111111111111
100 500 1;300 50 100;193369612	1	1	mf_dinic_100	52880	233	0.53400	01011111000011001010001011100011111000010001000000100110101100011111001011111000011010010111001001001001011011100111110010001101100000010000100010100101101100011101111001011000110010100101001100010011011010001110110111011100011110111011000101000011101100100001011010100010100101100110100000001000010011011011100110111100100111000001100011001010000000111001010000100001011111000110010001001111101001010101100011100001100010000000001000110010111001001001111100100111101010110101100000011010111011101010
100 500 1;300 50 100;193369612	1	1	ff_dinic_2716	212666	275	0.45000	01011111000011001010111011111011111000010001000000101111101100011111011011111001111010010111001011001001011011100111111010101101110000010000100010101101101100011111111001011000111010100101101100010011011010111111110111011110011110111111000101000011101100100011011010100110100101100111101000001100010011011011111110111100100111000101100011001110000000111101010000100111011111001110110011001111101001010101100011100001100010000000001000110010111101001101111100110111111010110101100001011010111011101010
200 300 1;300 50 100;204922472	2	1	local_optima	38900	139	0.53667	011011101100110000111101010010110001000000010101101100110011001010001101001100100110001111010001010101110110010100001010000010110001000101010011011100110101000000110110001101001011001000110010100110100000101110011011000110111001010010010011111100101100000001000011100000101111111101000011011001101110
200 300 1;300 50 100;204922472	2	1	directed_bfs	304711	272	0.09333	011011101110111001111111010111111111111111010111111110110011111010011111101111111111111111111111111111111111111111111111101110111111111101111111111111111111111111111111111101011111111110111110111111111111111111111111111111111111011110111111111111111111111011110111111111111111111111111111111111111111
200 300 1;300 50 100;204922472	2	1	mf_dinic_200	42090	150	0.50000	011011101100110000111101010110110011000000010101101110110011001010001101001100110110101111111101010101110110010100001010000010110001000101010011111100110101000000110110001101001011001000110010101110100000101110011011000110111001010010010011111100101110000001000011100000101111111101000011011001101110
200 300 1;300 50 100;204922472	2	1	ff_dinic_3623	153127	202	0.32667	011011101100110000111101010110110011010100010101101110110011001010001101101100110110111111111111010111110110111111001110000010110011000101011011111110111101010100110110101101011011011110110110101111111101101111111111001111111011010010111111111110101110111001010011100101111111111101100111111111111111
200 100 1;300 50 100;197882331	3	1	local_optima	10123	43	0.57000	0100110001111000100001111000010000101001000111100101000001010011110000000000111101111100010001101101
200 100 1;300 50 100;197882331	3	1	directed_bfs	11216	89	0.11000	0111111101111010101111111111111111111111110111111111101111110111111110111101111111111111110111111111
200 100 1;300 50 100;197882331	3	1	mf_dinic_200	11385	46	0.54000	0100110001111000100001111000010000101001000111100101100001010011110000011000111101111100010001101101
200 100 1;300 50 100;197882331	3	1	ff_dinic_1192	24503	63	0.37000	0101111001111000100011111101010110101011000111100101100111110011110010011001111111111100110011101111
100 100 1;300 50 100;263673783	3	1	local_optima	5834	44	0.56000	0100000011101110001100010000101010001110001000001111101100111000111000001001100001010100001011011111
100 100 1;300 50 100;263673783	3	1	directed_bfs	12070	94	0.06000	1110011111111111011111111111111011111111111100111111111111111111111111111111111111111111111111111111
100 100 1;300 50 100;263673783	3	1	mf_dinic_100	6497	47	0.53000	0100000011101110001100010000101010001110001000101111111100111000111000001001100001010100011011011111
100 100 1;300 50 100;263673783	3	1	ff_dinic_736	15888	56	0.44000	0110000011101110011110010000101010001110001000101111111101111100111100001001100001111100111011011111
200 500 1;300 50 100;192072218	2	2	local_optima	71473	188	0.62400	00100010110011100001001101000111000000000110100011010000000101100100110100001111000000101110000011001000000001110111001000000000011100000010110110010011001001011100101000110000011000011110011000010100010110111010000000010100000010001000010000010010010000000101000100100100000111000010100000010001000000001000001010001010010011001101000001001010001110111010000100101101000000110100001010011010110001010001100110000001100011010101100000001101010110011000011110110000101101000011011111111111000010001111
200 500 1;300 50 100;192072218	2	2	directed_bfs	1766357	454	0.09200	00110111110111111101011111111111111110011110111111011111111101111111111111111111110101111111110011111111110011111111111110111110111111011111111111110011111111111110111101111110111111111111111111111111111111111111111010111111111011111111111111111010111011111111101101111111111111111111101111111111111111111111111110111111111111111111011111111111111111111111111111111111110111111101111111111111110111110111111111111111111111111111110111111101111111111111011110111110101111111111111111111111111111111111
200 500 1;300 50 100;192072218	2	2	mf_dinic_400	79508	223	0.55400	00110010110011100001001101000111000000001110100011010100000101100100110100101111000000101110000011001001000001111111001000000000011100000010110110110011001011011100101000110100111000011110011010110100110110111010000000011101100010101100010110010010111000000101000101100100000111000010100000010011000000001000001010001010110011001101001001001010011110111010000100101101000000111100001011011010110001010001100110001001101011010101100001101101010110011010011110110000101101000011011111111111000010011111
200 500 1;300 50 100;192072218	2	2	ff_dinic_4880	294426	289	0.42200	00110110110011100001011101010111000110001110110011010101001101101100110101101111100000111110010011001101010001111111001000000000011110000111110110110011001011011100101000111100111001011111011010110101110111111011000010011101100011101100011110110010111001010111001101110101100111000010100000010011000000101001111110011110110111001101011111001010011110111011011101101101000011111100101011011010110001110001111110101001101011010101100101101101010111011011011110111000101101110011011111111111010110111111
100 500 1;300 50 100;231874945	2	2	local_optima	52150	216	0.56800	11011110000010101000111110001100011010001000010111010010101101100110011101010111010000110010011011111000100001011011110010110011000010110000101010000101010110010100001111110000101001100101011111111001100011100100010101001010010011110110100110001000001011010100011000000000000011010010100011001111001000010110010101011011110000101100011000001001001000100100011001001000100101101100000000001001011101110101010011011100100011100110000001000001010000010011001011001000011000100000000000110011111001010001
100 500 1;300 50 100;231874945	2	2	directed_bfs	1496892	471	0.05800	11011110011111111110111111111101111111111110011111111011111111111110111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111110111111110111101111111111111111110110111111111111111111111111010101111111111111011110111111111111111111111011111111111111111111111111101011111011111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111011111111111111100111111110111111111111111111111
100 500 1;300 50 100;231874945	2	2	mf_dinic_200	58863	242	0.51600	11011110000010101000111110001100011110001000010111011010111101101110011101011111010000110010011111111000100001011011110010110111000010110000101010000101010110010100001111110000101101100101011111111001110011100100110101001010010011110110100110001000001011010100011010000000100011010010100011001111101000010110010111011011110000101100011000001001001000100100011001001000100101101100001000001001011111110101010011111101100011110110000011010001010001010011001011001100011000110001100000110011111001010001
100 500 1;300 50 100;231874945	2	2	ff_dinic_3067	243992	329	0.34200	11011110001011101100111111111101011111001000010111111010111101111110011101011111010000111110011111111000100111011111110010110111110010110000111010101101010111010110001111110101101111111111011111111011110011110100111101001011111011111110110111011000001111011100011010000111101111111010100111011111101111011111010111011011110000101100111000001011011010100101011011001110100111111101111110011111111111110111110011111101110011110111100011110001010001010011001111001100111000110001110001110111111111011001
200 500 1;300 50 100;226686799	3	3	local_optima	80582	203	0.59400	10010010100101100111100101110100000000100000110000010000000111001000010100110010100001000000110011000001100100000110100100010011000110000100001100110001011011110100010010011010010001010000001000011000011001010001101100110000000010111100000011011011011001111011101000110000100000010010111000110000001110000110101000001111000011011010001000000111010110001010110101000001101100100101010101101000000010101101000011110010011010001110000101001100100000001000001101001111000110011110100110010111101101011101
200 500 1;300 50 100;226686799	3	3	directed_bfs	1389773	474	0.05200	11111111111111110111110111111111111111111110111011111111010111011111111101111111111011111111111111111111101111110111111111111111111111111111111111111111111111111110111111111111111111011111111111111011111111111101111111111111111111111111101111111111111111111111111111111111111111111110111111111010111111111111111111111111111111111111111111111111011111111110111111111111111111111111111111111111101111111111111111111111111110011111111111111111110111111111111111111111111111111111111110111111111111111111
200 500 1;300 50 100;226686799	3	3	mf_dinic_600	94332	240	0.52000	10110010100101110111100101110101100000101000111000010001000111001000010100110011110001100010110011110001100101000110100100010111110110000100001100111101111011110100010010011010110001010100001000011000011001110001101100110010000010111100000111011011011011111111101000110100100000010010111000110000001110001110101000001111000011011010001000000111010110001010110101000101101100100111010101101000100010101101000011110010011010001110000101101100100010111100001101001111000110011110100110010111101101011101
200 500 1;300 50 100;226686799	3	3	ff_dinic_5233	324092	276	0.44800	10110010100111110111100111110101101000101000111000010001000111001011011100110011110001100010111011110001100101000110100100010111110110000100001111111111111011110100010111011010110001010100001000011000011001110001101100110010000011111100000111011111011011111111101000110100100010010010111000111000101110001110111000001111000011011010001000010111010110101010111101001101101100100111010101101000100010101111100011110010011110001110001101101101100011111110111111001111001110011111101110010111101101011111
200 500 1;300 50 100;207098716	2	1	local_optima	71428	203	0.59400	01000000100010100010001000101110110010100101010110110011001100110100010001100010100110011001100100000011001000100010000101101000110000001010111010110111000100101000000100100100000111011000010100011111010110010110001001101100110000111010011110110100100001100001000000010101110000100001010111101000101100100101001000100010101011000001001010101111101010001100100001000100101001100100110101110001000010000111001111010100000000101001010000101101010001000000100001100001100110111001000110110001001100100101
200 500 1;300 50 100;207098716	2	1	directed_bfs	1466313	460	0.08000	11101111100110110011111011111110111111111111111110111111111111111100111111101111110111111111111111111111111101101111111111111111110111111111111111111111100111111111111111110111111111111111110111011111111110110111011111111110111101111111111111111111111111111111111111111111111110111111111111111111101111111111111111111111111111110111011011111111111111111111110111111111111111111111111111110111111111111111111111011111111111111011111111101111111011011110111111111111111111111111111111110111111111111111
200 500 1;300 50 100;207098716	2	1	mf_dinic_200	77001	222	0.55600	11100000100010100010011000101110110010100101010110110011001100110100010001100010100110011001100100101011001001100010000101101000110000001010111010110111000100101000100100100100000111011000010100011111010110010111001001101100110000111010011110110100100001101001000000010101110000110001010111101000101100100111101000101010101011000001001010101111101010001100100001000110101001100100110101110001000010000111001111010100101100101001010000101101011001000000100001100001100110111001000111110001001100100101
200 500 1;300 50 100;207098716	2	1	ff_dinic_5432	367747	293	0.41400	11100000100110100010011001101110110010100101010110110011011110110100010001101010100110011001100100101011001001100010011111101100110011001010111010110111000110101000101100100110011111011011010100011111010110010111001001111100111000111110011111111111111111101011101000010101110000110101110111101000101100100111101010101010101011000011001011101111111110001100100011100110101001100111111101110101000010101111001111010110111100101001111011101111111001010100101001100101110111111111110111110001111111110111
100 300 1;300 50 100;181897429	3	1	local_optima	23243	133	0.55667	110111101000001000110000010101100101001001011111111001010110010101011110011000001000010010001100100001000010111100001100101110110001000001100000100100100010110010000111000110111100100100000001000101110101001101010100010100000010111010000100000111011010111111100001000111101111100000110010010110101011
100 300 1;300 50 100;181897429	3	1	directed_bfs	317254	275	0.08333	111111111111101001110001011111110111111011111111111111011110111111111111111011111111111111101111111111101110111101111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111101011111110110111110111111111111011110111111101111111111111111111111111111111111111111
100 300 1;300 50 100;181897429	3	1	mf_dinic_100	25340	135	0.55000	110111101000001000110000010101100101001001011111111001010110010101011110011000001000010010001100100001000010111100001100101110110001000001100000100100100010110010000111000110111100100100000001000101110101001101010100010100000010111010000100000111011010111111100001000111101111100000110110011110101011
100 300 1;300 50 100;181897429	3	1	ff_dinic_1666	81402	183	0.39000	110111101001001000110001010111110101101001011111111011010110110111011111111000011000011010001101100011001110111101011100111111110001000111101001101100110010110110001111000110111100100110000001100101110101111101011100010110100010111010010101000111011010111111101001111111101111111011111110011111111011
100 500 1;300 50 100;192953821	1	1	local_optima	48751	197	0.60600	10000000111000111110000001000011000000100001110000000000011000000101001000011100111100111101110010100001110010001000110111001010011010100010001010100000110100110100010010000010000111100000000100010101010010010001010110000000100110100010010011111111010110010101000110010000100110101000000010010110110000011110110100001010101010100100000010001111101000010001100011000101001110100001101111110101000010110011110010001001100001000101000011100000001000111011010001000000010100010010111110101000010001000101
100 500 1;300 50 100;192953821	1	1	directed_bfs	1257963	453	0.09400	11001111111110111111010111111011111111110101111111111111111110111111001111111111111111111111110111111111111111011110111111111111011111111011111111111110111111111101111111011011111111111111111111111111111110111111110111011101111111101111111111111111111111111111110111111011111111111110111111011110111101111111111111111111101111111111111011111111111110111111111111111111011111111111101111111111101111110111111110111101111101100111111111110101111111111111111111111111111101111111111111111111111011111111
100 500 1;300 50 100;192953821	1	1	mf_dinic_100	49313	209	0.58200	10000000111000111110000001000011000000100001110000000000011000000101001000011100111100111101110010100001111010001000110111001010011010100010001010100000111100110100010010000010000111101000000100010101010010011101010110000000100110101010010011111111010110010101000110010011100110101000000010010110110000011110110100001010101010100100000010001111101100010001100011000101011110100001101111110101000010110011110010101001100101000101000011100000001000111011010001000000010100010010111110101000010001000101
100 500 1;300 50 100;192953821	1	1	ff_dinic_2311	168084	267	0.46600	11000001111000111110000001001011010110100101110000001000011000000101001101011100111100111111110010110001111011001100110111001010011011100011001010111010111100111100010010000011100111101010100110110101010010111111010111000000100110101010010011111111011110010111000110010011100111101000100110011110110001011110110100101010101010100100100010001111101100111001110011111111011110100001101111110111000011110111111010101001110101000101010011100001001000111011110001000101010100010011111110111000010001000111
100 500 1;300 50 100;228986049	3	1	local_optima	46845	206	0.58800	00001011110000101011010110000111001101000010111111010100100100000010101100010011010110000000010000100000101011000010000001001100100111000011001000111001001011111110000001001101010110000110010010000110011010110101011011000100101100101001100000010001011000010001111001010001000101100111101000010000011100110000010100110010011101010110100011000111100001100110000000111011110000100000101010010010001011100000000100011100100100111111000001101110101010000100000100010010000101011000011000101001011110011100
100 500 1;300 50 100;228986049	3	1	directed_bfs	1747495	466	0.06800	10001111111111111011110111110111001111111111111111110111111111111111101101111011111111111011110001110101111111111111111111111111111111111111101111111111111111111110111111011111110111111111111111111111111111111101111111111111111110111011111111111111111111111011111111111111110111111111111111111111111111111111011111111011111111111111111111111111101111111111111111111111111111111011111111111111111111111111111111111111111111111111110111111111111111111111111101111111111111111111111111111101111111111111
100 500 1;300 50 100;228986049	3	1	mf_dinic_100	52602	214	0.57200	00001011110000101011010110100111001101000010111111010110100100000010101100010011010110000000010000100000101011000010000001001100100111000011001000111001001011111110000001001101010110000110010010000110011110110101011011000100101100101001100000010001011000010001111001010001000101100111101010010000011100110000010100110010011101010110100011000111100001100111000000111011110000100000101010010010001011100000000100011100100100111111000001101110101010000100000100010011000101011000111010101001011110011100
